"sha1","company","filename","source","currency","industry"
"31a60b930e0f1034afff6e2d1e406e7d9141b2a1","Weis Markets, Inc.","eval/Weis_Markets_Inc.pdf","eval(round2_final)","USD","Retail"
"31e16caf2a6d45fb9cc41fb158b49933df4895f7","Odyssey Group Holdings, Inc.","eval/Odyssey_Group_Holdings_Inc.pdf","eval(round2_final)","USD","Financial Services"
"35839effbc332f23d5f34263aab3dcb2c6976420","Blue Apron Holdings, Inc.","eval/Blue_Apron_Holdings_Inc.pdf","eval(round2_final)","USD","Food & Beverage"
"36dd058d3237202cbb94139611c8b8a35ff8c158","Ocugen, Inc.","eval/Ocugen_Inc.pdf","eval(round2_final)","AUD","Healthcare"
"3bb894b4201667baf60b0b2c8a47109fa2357acb","Rectifier Technologies Ltd","eval/Rectifier_Technologies_Ltd.pdf","eval(round2_final)","USD","Technology"
"3e5ccdb58faf901e75e31f154cb8330869ca5efa","Structural Monitoring Systems Plc","eval/Structural_Monitoring_Systems_Plc.pdf","eval(round2_final)","USD","Technology"
"3f36d4f26ada778d89cf5a7344be0b9e9a5223a3","Origin Bancorp, Inc.","eval/Origin_Bancorp_Inc.pdf","eval(round2_final)","USD","Financial Services"
"446545ae548543d8744f8d885ff75face3424ba4","Liberty Broadband Corporation","eval/Liberty_Broadband_Corporation.pdf","eval(round2_final)","USD","Telecommunications"
"4d3e52b69b4b5366e54ce87cf641b01b1419bdee","Incyte Corporation","eval/Incyte_Corporation.pdf","eval(round2_final)","EUR","Pharmaceuticals"
"4e3efdc544140b872a59e124443a64c34f356911","Guaranty Bancshares, Inc.","eval/Guaranty_Bancshares_Inc.pdf","eval(round2_final)","USD","Financial Services"
"51bae8eeb78cf7d8d96c5cb66c36c41c6bd71491","Infinera Corporation","eval/Infinera_Corporation.pdf","eval(round2_final)","USD","Technology"
"53a00624418f6c5c2d044344a4125bba7743614f","MainStreet Bancshares, Inc.","eval/MainStreet_Bancshares_Inc.pdf","eval(round2_final)","USD","Financial Services"
"53aa4bfb3b29d7fc064e97626fc4f860942ca9fd","Starvest plc","eval/Starvest_plc.pdf","eval(round2_final)","AUD","Financial Services"
"553afbf09b6d83166b17acb02431c6cf38e4defc","INMUNE BIO INC.","eval/INMUNE_BIO_INC.pdf","eval(round2_final)","EUR","Healthcare"
"5a24fa827d172a7669eca206b2a5f47c2b19b48d","Bionano Genomics, Inc.","eval/Bionano_Genomics_Inc.pdf","eval(round2_final)","USD","Healthcare"
"5bb5f71d1457f3272adab97d64a79c300da75cea","AstraZeneca","eval/AstraZeneca.pdf","eval(round2_final)","USD","Pharmaceuticals"
"5f226fe96206888930e3baaf0bff70d4b0a1db40","Atreca, Inc.","eval/Atreca_Inc.pdf","eval(round2_final)","EUR","Healthcare"
"6159f86f38ec4f82453d99a01c22f1847de133c6","Senti Biosciences, Inc.","eval/Senti_Biosciences_Inc.pdf","eval(round2_final)","USD","Healthcare"
"6406e378c1f49a29c836633f187c271b30b50183","Galileo Resources Plc","eval/Galileo_Resources_Plc.pdf","eval(round2_final)","AUD","Pharmaceuticals"
"6529fba868216a923407fb0d4e15a811a8e89ebc","Incitec Pivot Limited","eval/Incitec_Pivot_Limited.pdf","eval(round2_final)","USD","Energy and Utilities"
"67185fca2a09b3c46ee961b2c1ae160dab8b5231","SThree plc","eval/SThree_plc.pdf","eval(round2_final)","GBP","Technology"
"674a255d82495ef40189645697460801193e5a2d","EPI (HOLDINGS) LIMITED","eval/EPI_(HOLDINGS)_LIMITED.pdf","eval(round2_final)","USD","Energy and Utilities"
"682de8e45fd9688f3452bc0e18257132a8f3cff6","Sonic Automotive, Inc.","eval/Sonic_Automotive_Inc.pdf","eval(round2_final)","USD","Automotive"
"696ddc4c80febe0f1559ed3b1272487c74ca91cc","Commerzbank","eval/Commerzbank.pdf","eval(round2_final)","AUD","Financial Services"
"6d76ccb75bbf1b27ca60b8419c5343ac050cebb0","Seiko Epson Corporation","eval/Seiko_Epson_Corporation.pdf","eval(round2_final)","AUD","Technology"
"6e36d57320ec525da93b3ce2c7269580c746475b","DiaMedica Therapeutics Inc.","eval/DiaMedica_Therapeutics_Inc.pdf","eval(round2_final)","AUD","Healthcare"
"71d137454a1524843e1f49b34603438510232919","James Halstead plc","eval/James_Halstead_plc.pdf","eval(round2_final)","GBP","Retail"
"74c690176ce433301f4d1e808bb002a2f4dc321a","Kiniksa Pharmaceuticals, Ltd.","eval/Kiniksa_Pharmaceuticals_Ltd.pdf","eval(round2_final)","USD","Pharmaceuticals"
"7792e23f8a40fb9461dbc26f417b0fb948f54f46","MongoDB, Inc.","eval/MongoDB_Inc.pdf","eval(round2_final)","CAD","Technology"
"78c71282723c2d66216cbba13183d19349d302b8","Ritchie Bros. Auctioneers Incorporated","eval/Ritchie_Bros._Auctioneers_Incorporated.pdf","eval(round2_final)","USD","Transport & Logistics"
"79ffb9b8682aa565172233c070a47d944464644c","Terns Pharmaceuticals, Inc.","eval/Terns_Pharmaceuticals_Inc.pdf","eval(round2_final)","EUR","Healthcare"
"7be0f16625505fb48ad135c1a3fccd75ce06671c","Insperity, Inc.","eval/Insperity_Inc.pdf","eval(round2_final)","USD","Financial Services"
"8467b7fce0d860b56e30c79d253d0bb5e9a32e95","Bridgewater Bancshares, Inc.","eval/Bridgewater_Bancshares_Inc.pdf","eval(round2_final)","USD","Financial Services"
"8f5e29eea4f4a3e944707c71148439ca1fd4b2d8","Empire Company Limited","eval/Empire_Company_Limited.pdf","eval(round2_final)","USD","Food & Beverage"
"91ba1d46cdde9c1c0cf34f6bcc107741244f8f3d","Nordic American Tankers Limited","eval/Nordic_American_Tankers_Limited.pdf","eval(round2_final)","USD","Transport & Logistics"
"91caa5884d3fbc344a05ac2f1d113a5d8725e4cb","Microsoft Corporation","eval/Microsoft_Corporation.pdf","eval(round2_final)","USD","Technology"
"92d9de8e4db96e0b95a484afcd1c54c6beb62c03","Westwater Resources, Inc.","eval/Westwater_Resources_Inc.pdf","eval(round2_final)","USD","Energy and Utilities"
"957f31e694198a1695d14aa512a972ab6f3c55b5","Aptiv PLC","eval/Aptiv_PLC.pdf","eval(round2_final)","USD","Automotive"
"980742aa08ea64d552c153bcefbd7e8243fb9efd","Datalogic","eval/Datalogic.pdf","eval(round2_final)","EUR","Technology"
"99cd0edaf5bfb233e5f46ee55af837de0b725274","Rapid7","eval/Rapid7.pdf","eval(round2_final)","USD","Technology"
"9af0a7f8db3954c3e74851c8c1807a09ece8ef00","Alcoa Corporation","eval/Alcoa_Corporation.pdf","eval(round2_final)","USD","Energy and Utilities"
"9b7fdb871fc4d4a8babc25448257ae0b81a6442d","NuCana plc","eval/NuCana_plc.pdf","eval(round2_final)","EUR","Healthcare"
"9e794a58e511f6a6a9a13b201d652deff9f9f69a","Pintec Technology Holdings Limited","eval/Pintec_Technology_Holdings_Limited.pdf","eval(round2_final)","AUD","Financial Services"
"a533b44fe091a8aa62d1fa4f0a3262b311df8bd9","ARCA Biopharma, Inc.","eval/ARCA_Biopharma_Inc.pdf","eval(round2_final)","USD","Healthcare"
"a69ebee82a9acd54117407ca3697db0d7bfbfdac","HCA Healthcare, Inc.","eval/HCA_Healthcare_Inc.pdf","eval(round2_final)","USD","Healthcare"
"a85dba6c75031912d56a811637f803ba4ddeb257","Armadale Capital Plc","eval/Armadale_Capital_Plc.pdf","eval(round2_final)","GBP","Financial Services"
"aa781901e117281bfee6f8e4bea6fc9c9bada62e","AA Limited","eval/AA_Limited.pdf","eval(round2_final)","GBP","Transport & Logistics"
"ad1613dac24a1349ec293100e3ea19fe913bb930","CSG Systems International, Inc.","eval/CSG_Systems_International_Inc.pdf","eval(round2_final)","USD","Technology"
"b33bd2220c0fc0939ef08b1bdd8d2ebea158aa59","Arcadia Minerals Limited","eval/Arcadia_Minerals_Limited.pdf","eval(round2_final)","CAD","Technology"
"b3c406f0cd22d58b25d0f52852e1c4a5d73daf35","Tellurian Inc.","eval/Tellurian_Inc.pdf","eval(round2_final)","USD","Energy and Utilities"
"b947c33b370d8a3251ef9c36ce7d71e8d16f4f8e","Wheeler Real Estate Investment Trust, Inc.","eval/Wheeler_Real_Estate_Investment_Trust_Inc.pdf","eval(round2_final)","USD","Retail"
"c06d5ad4b6408fec26675d30b37a6042c007095a","archTIS Limited","eval/archTIS_Limited.pdf","eval(round2_final)","USD","Technology"
"c5fc5890205fe5326d690fc017f7153fb09924e4","Beazley plc","eval/Beazley_plc.pdf","eval(round2_final)","USD","Financial Services"
"c74139ce26a6f803725f5074a8a0f539abb99c09","Poste Italiane","eval/Poste_Italiane.pdf","eval(round2_final)","EUR","Transport & Logistics"
"c7475e1d98f9a46a4652e503881d4a67232b41d3","NZME Limited","eval/NZME_Limited.pdf","eval(round2_final)","USD","Media & Entertainment"
"c8af22dbedd95ee719273792e5964ab8bbba17b2","Kelly Partners Group Holdings Limited","eval/Kelly_Partners_Group_Holdings_Limited.pdf","eval(round2_final)","USD","Financial Services"
"cc0fc5888b99758100a7ff024863fc4337b6b3c5","RWE AG","eval/RWE_AG.pdf","eval(round2_final)","EUR","Energy and Utilities"
"d14ae2b6284e48b5c1e6659a0a5863d84697b3b9","KP Tissue Inc.","eval/KP_Tissue_Inc.pdf","eval(round2_final)","USD","Healthcare"
"d5ad1d288230072e3f6654bb6182d76f8af2ba0a","abrdn Japan Investment Trust plc","eval/abrdn_Japan_Investment_Trust_plc.pdf","eval(round2_final)","GBP","Financial Services"
"d86be8a2fa1aab721d7de6de7fd4f5267c914cb2","SWISS WATER DECAFFEINATED COFFEE INC.","eval/SWISS_WATER_DECAFFEINATED_COFFEE_INC.pdf","eval(round2_final)","USD","Food & Beverage"
"da663e46fbf02ec8a90b3f3c1079ef4c9f7907e1","Albany International Corp.","eval/Albany_International_Corp.pdf","eval(round2_final)","USD","Aerospace & Defense"
"ddd10e4612006205c4b1ba050a11648071e6e429","Brave Bison Group plc","eval/Brave_Bison_Group_plc.pdf","eval(round2_final)","GBP","Media & Entertainment"
"ded965ce7e3ea0ad9b83272b8c36f529793a2887","Playtech plc","eval/Playtech_plc.pdf","eval(round2_final)","EUR","Technology"
"e117005fc313bf0d49429d34bc8e1ef64de54898","MGM Resorts International","eval/MGM_Resorts_International.pdf","eval(round2_final)","USD","Hospitality"
"e1edf72618e9d6ae2e72bb3ac7a9ddc15240e4ef","Verrica Pharmaceuticals Inc.","eval/Verrica_Pharmaceuticals_Inc.pdf","eval(round2_final)","USD","Healthcare"
"e21ac6c083a56192fab027ebd2ab0fad71de5d7d","Emera Inc.","eval/Emera_Inc.pdf","eval(round2_final)","USD","Energy and Utilities"
"e229fc9f5c694e93b02ac312c231607a04e3e528","Trinity Place Holdings Inc.","eval/Trinity_Place_Holdings_Inc.pdf","eval(round2_final)","USD","Retail"
"e273ed0d9626b9feaf50c09405c2b70d461e41d7","Toshiba Corporation","eval/Toshiba_Corporation.pdf","eval(round2_final)","AUD","Technology"
"e2850fff8d9dee77f3a6520d0b1aba46adddc2c0","Benjamin Hornigold Ltd","eval/Benjamin_Hornigold_Ltd.pdf","eval(round2_final)","USD","Financial Services"
"e2923f240db86d0096f462f6cb398339d3251b50","Syndax Pharmaceuticals, Inc.","eval/Syndax_Pharmaceuticals_Inc.pdf","eval(round2_final)","AUD","Healthcare"
"e30ece688caf7602b734bbbcf39559b4acdb2739","Franklin Covey Co.","eval/Franklin_Covey_Co.pdf","eval(round2_final)","USD","Media & Entertainment"
"e6ce8ed579e95d2cfeabbbed872beb0c3f8396d7","Suncorp Group","eval/Suncorp_Group.pdf","eval(round2_final)","USD","Financial Services"
"e7a45fed0d7ebfd13a524e7fcc443318bac654e2","Duni Group","eval/Duni_Group.pdf","eval(round2_final)","EUR","Food & Beverage"
"e7f655f43bc2abf6216519187d9fc907e9224937","RumbleOn, Inc.","eval/RumbleOn_Inc.pdf","eval(round2_final)","USD","Technology"
"ecabab4934d4b80570c4bb3b8e35b7476694b3fb","Ziff Davis, Inc.","eval/Ziff_Davis_Inc.pdf","eval(round2_final)","USD","Technology"
"f015d4bfeec43fe65c003b6f4420ae864efbb58f","CoreCard Corporation","eval/CoreCard_Corporation.pdf","eval(round2_final)","USD","Financial Services"
"f6a1077a46cb36761604f8f4840698e22837f5f7","Aeeris Ltd","eval/Aeeris_Ltd.pdf","eval(round2_final)","USD","Technology"
"f7324f3868005b3aae6aafd30441c9bb6c8823e8","Jefferies Financial Group Inc.","eval/Jefferies_Financial_Group_Inc.pdf","eval(round2_final)","USD","Financial Services"
"f85f0ccbbc59f1423d52d44e5ab70e3a01164499","Integra LifeSciences Holdings Corporation","eval/Integra_LifeSciences_Holdings_Corporation.pdf","eval(round2_final)","USD","Healthcare"
"f879b3a802ccd6e8e6ca0a07ed8464318b7c0724","Elixir Energy Limited","eval/Elixir_Energy_Limited.pdf","eval(round2_final)","USD","Energy and Utilities"
"f9736aa2f56c40b127bced09ce1c8e8cbf7aa0e3","NeoGenomics, Inc.","eval/NeoGenomics_Inc.pdf","eval(round2_final)","AUD","Healthcare"
